parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type,generation
"1,7-dimethylxanthine",CN1C(=O)NC2=C(C1=O)N(C)C=N2,QUNWUDVFRNGTCO-UHFFFAOYSA-N,1-Methylxanthine,CN1C(=O)NC2=C(NC=N2)C1=O,MVOYJPOZRLFTCP-UHFFFAOYSA-N,Xanthine dehydrogenase/oxidase,0.88,,0
1-Methylxanthine,CN1C(=O)NC2=C(NC=N2)C1=O,MVOYJPOZRLFTCP-UHFFFAOYSA-N,1-Methyluric acid,CN1C(=O)NC2=C(NC(=O)N2)C1=O,QFDRTQONISXGJA-UHFFFAOYSA-N,Xanthine dehydrogenase/oxidase,0.94,,0
Sildenafil,CCCC1=NN(C)C2=C1N=C(C1=CC(S(=O)(=O)N3CCN(C)CC3)=CC=C1OCC)NC2=O,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)","N-Desmethyl sildenafil (UK-103,320)",CCCC1=NN(C)C2=C1NC(C1=C(OCC)C=CC(S(=O)(=O)N3CCNCC3)=C1)=NC2=O,UZTKBZXHEOVDRL-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2D6, Cytochrome P450 2C9",0.99,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",2-Chloroticlopidine,ClC1=CC2=C(CCN(CC3=CC=CC=C3Cl)C2)S1,INYHLAYOOFHUNE-UHFFFAOYSA-N,Myeloperoxidase,0.85,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",2-Oxoticlopidine,O=C1C=C2CN(CC3=CC=CC=C3Cl)CCC2S1,DJZQIXWGIZIETJ-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19",0.32,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",Thienodihydropyridinium,ClC1=CC=CC=C1CN1C=C2C=C[S+]=C2CC1,RLTCLQFOWWSHJX-UHFFFAOYSA-N,"Myeloperoxidase, Cytochrome P450 3A4",0.32,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",Ticlopidine S-oxide,O=S1C=CC2=C1CCN(CC1=CC=CC=C1Cl)C2,SSVDYGNPKZJQKO-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 2D6",0.33,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",Dehydrogenated ticlopidine,ClC1=CC=CC=C1CN1C=CC2=C(C=CS2)C1,BNJVHGHQYHAEDJ-UHFFFAOYSA-N,Myeloperoxidase,0.56,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",Ticlopidine N-oxide,[O-][N+]1(CC2=CC=CC=C2Cl)CCC2=C(C=CS2)C1,YEICEJCPALKCAT-UHFFFAOYSA-N,Myeloperoxidase,0.78,,0
Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",7-Hydroxyticlopidine,OC1CN(CC2=CC=CC=C2Cl)CC2=C1SC=C2,GWHGEZHHJDSDMI-UHFFFAOYSA-N,,0.8,,0
2-Oxoticlopidine,O=C1C=C2CN(CC3=CC=CC=C3Cl)CCC2S1,DJZQIXWGIZIETJ-UHFFFAOYSA-N,Active metabolite of Ticlopidine,O=C(O)CC1CN(CC2=CC=CC=C2Cl)CCC1S,LDXFVLBQZWBGBA-UHFFFAOYSA-N,,0.44,,0
Ticlopidine S-oxide,O=S1C=CC2=C1CCN(CC1=CC=CC=C1Cl)C2,SSVDYGNPKZJQKO-UHFFFAOYSA-N,Ticlopidine S-oxide dimer,O=S1C2=C(CN(CC3=C(Cl)C=CC=C3)CC2)C2C1C1C3=C(CCN(CC4=C(Cl)C=CC=C4)C3)C2S1=O,YIQPCHDIFABADG-UHFFFAOYSA-N,,0.42,,0
Thienodihydropyridinium,ClC1=CC=CC=C1CN1C=C2C=C[S+]=C2CC1,RLTCLQFOWWSHJX-UHFFFAOYSA-N,Thienopyridinium,ClC1=CC=CC=C1C[N+]1=CC2=C(C=C1)SC=C2,OQXLLGWEACZMFD-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19, Myeloperoxidase",0.24,,0
Thienodihydropyridinium,ClC1=CC=CC=C1CN1C=C2C=C[S+]=C2CC1,RLTCLQFOWWSHJX-UHFFFAOYSA-N,Ticlopidine lactam analog (M8),O=C1C2=C(CCN1CC1=CC=CC=C1Cl)SC=C2,KQQBLQBNIVSMLU-UHFFFAOYSA-N,Cytochrome P450 3A4,0.32,,0
Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,"InChI=1S/C12H18N2O4/c1-17-8-3-4-11(18-2)9(5-8)10(15)7-14-12(16)6-13/h3-5,10,15H,6-7,13H2,1-2H3,(H,14,16)",desglymidodrine,COC1=CC(C(O)CN)=C(OC)C=C1,VFRCNXKYZVQYLX-UHFFFAOYSA-N,,0.81,,0
Torasemide,CC1=CC(NC2=C(S(=O)(=O)NC(=O)NC(C)C)C=NC=C2)=CC=C1,"InChI=1S/C16H20N4O3S/c1-11(2)18-16(21)20-24(22,23)15-10-17-8-7-14(15)19-13-6-4-5-12(3)9-13/h4-11H,1-3H3,(H,17,19)(H2,18,20,21)",Torasemide M1 (hydroxytorsemide),CC(C)NC(=O)NS(=O)(=O)C1=CNC=CC1=NC1=CC=CC(CO)=C1,WCYVLAMJCQZUCR-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 2C9",0.57,,0
Eletriptan,CN1CCCC1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,"InChI=1S/C22H26N2O2S/c1-24-12-5-6-19(24)15-18-16-23-22-10-9-17(14-21(18)22)11-13-27(25,26)20-7-3-2-4-8-20/h2-4,7-10,14,16,19,23H,5-6,11-13,15H2,1H3/t19-/m1/s1",N-Desmethyleletriptan,O=S(=O)(CCC1=CC2=C(C=C1)NC=C2CC1CCCN1)C1=CC=CC=C1,HHTDENYTSCXDFO-GOSISDBHSA-N,"Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",0.96,,0
Eletriptan,CN1CCCC1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,"InChI=1S/C22H26N2O2S/c1-24-12-5-6-19(24)15-18-16-23-22-10-9-17(14-21(18)22)11-13-27(25,26)20-7-3-2-4-8-20/h2-4,7-10,14,16,19,23H,5-6,11-13,15H2,1H3/t19-/m1/s1",Eletriptan N-oxide,C[N+]1([O-])CCCC1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,QXXCIRSBRHOOJE-PHSANKKPSA-N,Prostaglandin G/H synthase 1,0.91,,0
Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(C)CC3)C=C2)C1=O,"InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)/t16-,19-",Cyclohexyl hydroxymethyl glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)C=C2)C1=O,YUNQMQLWOOVHKI-UHFFFAOYSA-N,Cytochrome P450 2C9,0.97,,0
Cyclohexyl hydroxymethyl glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)C=C2)C1=O,YUNQMQLWOOVHKI-UHFFFAOYSA-N,Cyclohexyl carboxyl glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(C(=O)O)CC3)C=C2)C1=O,MMZLACCSCMGVHL-UHFFFAOYSA-N,Alcohol dehydrogenase [NADP(+)],0.97,,0
Indinavir,CC(C)(C)NC(=O)C1CN(CC2=CN=CC=C2)CCN1CC(O)CC(CC1=CC=CC=C1)C(=O)NC1C2=CC=CC=C2CC1O,"InChI=1S/C36H47N5O4/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45)/t28-,29+,31+,32-,33+/m1/s1",Metabolite M6,CC(C)(C)N=C(O)C1CNCCN1CC(O)CC(CC1=CC=CC=C1)C(O)=NC1C2=CC=CC=C2CC1O,MKMGKCALCCOODL-GVPWJHIJSA-N,Cytochrome P450 3A4,0.53,,0
Temazepam,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3",Oxazepam,O=C1NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19",0.87,,0
Temazepam,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3",Oxazepam glucuronide,O=C(O)C1OC(OC2N=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N=C2O)C(O)C(O)C1O,FIKQKGFUBZQEBL-IFBJMGMISA-N,,0.49,,0
Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",12-Hydroxynevirapine,OCC1=C2N=C(O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,SEBABOMFNCVZGF-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 3A5",0.65,,0
Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",2-Hydroxynevirapine,CC1=CC(O)=NC2=C1N=C(O)C1=C(N=CC=C1)N2C1CC1,LFZSOJABLBVGRJ-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5",0.64,,0
Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",8-Hydroxynevirapine,CC1=C2N=C(O)C3=C(N=CC(O)=C3)N(C3CC3)C2=NC=C1,DZPVEPLRIKDBFC-UHFFFAOYSA-N,"Cytochrome P450 2D6, Cytochrome P450 2B6, Cytochrome P450 3A4",0.64,,0
Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",3-Hydroxynevirapine,CC1=C2N=C(O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1O,DANIONWINZEYME-UHFFFAOYSA-N,Cytochrome P450 2B6,0.64,,0
2-Hydroxynevirapine,CC1=CC(O)=NC2=C1N=C(O)C1=C(N=CC=C1)N2C1CC1,LFZSOJABLBVGRJ-UHFFFAOYSA-N,2-hydroxynevirapine glucuronide,CC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=NC2=C1N=C(O)C1=C(N=CC=C1)N2C1CC1,RNMZKTLILDCQOC-KUSYAZKWSA-N,,0.82,,0
8-Hydroxynevirapine,CC1=C2N=C(O)C3=C(N=CC(O)=C3)N(C3CC3)C2=NC=C1,DZPVEPLRIKDBFC-UHFFFAOYSA-N,8-hydroxynevirapine glucuronide,CC1=CC=NC2=C1NC(=O)C1=C(N=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=C1)N2C1CC1,IVZWGLRSSHUFTI-WCYOCWRHSA-N,,0.66,,0
3-Hydroxynevirapine,CC1=C2N=C(O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1O,DANIONWINZEYME-UHFFFAOYSA-N,3-hydroxynevirapine glucuronide,CC1=C2N=C(OC3OC(C(=O)O)C(O)C(O)C3O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1O,GDAAYOYNGMRKSI-IQSUWLOCSA-N,,0.81,,0
Cladribine,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,"InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)/t4-,5+,6+/m0/s1",2-chloro-2'-deoxyadenosine-5'-triphosphate,NC1=C2N=CN(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)C2=NC(Cl)=N1,PZCJNHCKXRBBNN-KVQBGUIXSA-N,,0.86,,0
Mesalazine,NC1=CC(C(=O)O)=C(O)C=C1,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",N-acetyl-5-ASA (Ac-5-ASA),CC(=O)NC1=CC(C(=O)O)=C(O)C=C1,GEFDRROBUCULOD-UHFFFAOYSA-N,Arylamine N-acetyltransferase 1,0.72,,0
Dapsone,NC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",dapsone hydroxylamine,NC1=CC=C(S(=O)(=O)C2=CC=C(NO)C=C2)C=C1,IYDSJDWESCGRKW-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2E1, Cytochrome P450 3A4, Myeloperoxidase, Prostaglandin G/H synthase 2",0.87,,0
Dapsone,NC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",Monoacetyldapsone,CC(=O)NC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,WDOCBIHNYYQINH-UHFFFAOYSA-N,Arylamine N-acetyltransferase 2,0.74,,0
dapsone hydroxylamine,NC1=CC=C(S(=O)(=O)C2=CC=C(NO)C=C2)C=C1,IYDSJDWESCGRKW-UHFFFAOYSA-N,Nitroso-dapsone,NC1=CC=C(S(=O)(=O)C2=CC=C(N=O)C=C2)C=C1,UAQFAHXMXOCEAD-UHFFFAOYSA-N,,0.78,,0
Nitroso-dapsone,NC1=CC=C(S(=O)(=O)C2=CC=C(N=O)C=C2)C=C1,UAQFAHXMXOCEAD-UHFFFAOYSA-N,Dapsone mercaptal intermediate,NC1=CC=C(S(=O)(=O)C2=CC=C(N(O)SSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C=C2)C=C1,ILXGRDMMHISXAH-ROUUACIJSA-N,,0.31,,0
Dapsone mercaptal intermediate,NC1=CC=C(S(=O)(=O)C2=CC=C(N(O)SSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C=C2)C=C1,ILXGRDMMHISXAH-ROUUACIJSA-N,Dapsone GSH conjugate,NC1=CC=C(S(=O)(=O)C2=CC=C(NS(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C=C2)C=C1,IHKJTFLXUFDQKZ-OZTHWQDPSA-N,,0.85,,0
Phenytoin,O=C1NC(=O)C(C2=CC=CC=C2)(C2=CC=CC=C2)N1,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",Phenytoin arene-oxide,O=C1NC(=O)C(C2=CC3OC3C=C2)(C2=CC=CC=C2)N1,WBRFFCOFWKCXFD-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.39,,0
Phenytoin arene-oxide,O=C1NC(=O)C(C2=CC3OC3C=C2)(C2=CC=CC=C2)N1,WBRFFCOFWKCXFD-UHFFFAOYSA-N,Phenytoin dihydrodiol,O=C1NC(=O)C(C2=CC(O)C(O)C=C2)(C2=CC=CC=C2)N1,FEEKFEKCXIDMIS-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2A6, Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 3A4, Epoxide hydrolase 1",0.96,,0
Phenytoin arene-oxide,O=C1NC(=O)C(C2=CC3OC3C=C2)(C2=CC=CC=C2)N1,WBRFFCOFWKCXFD-UHFFFAOYSA-N,Hydroxyphenytoin,OC1=NC(C2=CC=CC=C2)(C2=CC=C(O)C=C2)C(O)=N1,XEEDURHPFVXALT-UHFFFAOYSA-N,,0.31,,0
Hydroxyphenytoin,OC1=NC(C2=CC=CC=C2)(C2=CC=C(O)C=C2)C(O)=N1,XEEDURHPFVXALT-UHFFFAOYSA-N,Phenytoin catechol,O=C1NC(=O)C(C2=CC=CC=C2)(C2=CC(O)=C(O)C=C2)N1,WWEKVOUOQUHVHS-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 3A5, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 3A7, Cytochrome P450 2B6, Cytochrome P450 2D6",0.37,,0
Phenytoin dihydrodiol,O=C1NC(=O)C(C2=CC(O)C(O)C=C2)(C2=CC=CC=C2)N1,FEEKFEKCXIDMIS-UHFFFAOYSA-N,Phenytoin catechol,O=C1NC(=O)C(C2=CC=CC=C2)(C2=CC(O)=C(O)C=C2)N1,WWEKVOUOQUHVHS-UHFFFAOYSA-N,,0.44,,0
Anagrelide,O=C1CN2CC3=C(Cl)C(Cl)=CC=C3N=C2N1,"InChI=1S/C10H7Cl2N3O/c11-6-1-2-7-5(9(6)12)3-15-4-8(16)14-10(15)13-7/h1-2H,3-4H2,(H,13,14,16)","6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one",O=C1NC2=NC3=CC=C(Cl)C(Cl)=C3CN2C1O,KAXTUTDKZVOONF-UHFFFAOYSA-N,Cytochrome P450 1A2,0.85,,0
"6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one",O=C1NC2=NC3=CC=C(Cl)C(Cl)=C3CN2C1O,KAXTUTDKZVOONF-UHFFFAOYSA-N,"2-amino-5,6-dichloro-3,4,-dihydroquinazoline",NC1=NCC2=C(C=CC(Cl)=C2Cl)N1,VBKOTIVQMCTTAQ-UHFFFAOYSA-N,Cytochrome P450 1A2,0.4,,0
Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",alpha-Hydroxymetoprolol,COCC(O)C1=CC=C(OCC(O)CNC(C)C)C=C1,OFRYBPCSEMMZHR-UHFFFAOYSA-N,Cytochrome P450 2D6,0.83,,0
Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,"InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)",N-despropyl ropinirole,CCCNCCC1=CC=CC2=C1CC(=O)N2,VKDWFHAQOZYATG-UHFFFAOYSA-N,Cytochrome P450 1A2,0.96,,0
Theophylline,CN1C(=O)C2=C(N=CN2)N(C)C1=O,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",3-methylxanthine,CN1C(=O)NC(=O)C2=C1N=CN2,GMSNIKWWOQHZGF-UHFFFAOYSA-N,Cytochrome P450 1A2,0.86,,0
Theophylline,CN1C(=O)C2=C(N=CN2)N(C)C1=O,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",Caffeine,CN1C(=O)C2=C(N=CN2C)N(C)C1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N,,0.91,,0
Theophylline,CN1C(=O)C2=C(N=CN2)N(C)C1=O,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)","1,3-dimethyluric acid",CN1C(=O)C2=C(NC(=O)N2)N(C)C1=O,OTSBKHHWSQYEHK-UHFFFAOYSA-N,Cytochrome P450 2E1,0.94,,0
Liothyronine,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(=O)O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1",Monoiodothyronine,NC(CC1=CC(I)=C(OC2=CC=C(O)C=C2)C=C1)C(=O)O,,,0.88,,0
Liothyronine,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(=O)O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1",Tiratricol,O=C(O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,"InChI=1S/C14H9I3O4/c15-9-6-8(1-2-12(9)18)21-14-10(16)3-7(4-11(14)17)5-13(19)20/h1-4,6,18H,5H2,(H,19,20)",,0.69,,0
Liothyronine,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(=O)O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1",Triiodothyronine sulfate,NC(CC1=CC(I)=C(OC2=CC(I)=C(OS(=O)(=O)O)C=C2)C(I)=C1)C(=O)O,XBQYQXVJBNDCGY-LBPRGKRZSA-N,,0.79,,0
Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,"InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)",mono-isopropyl-disopyramide,CC(C)NCCC(C(=N)O)(C1=CC=CC=C1)C1=CC=CC=N1,UWNSWIXIVDMCHZ-UHFFFAOYSA-N,Cytochrome P450 3A4,0.57,,0
Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",3-hydroxylidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC(O)=C1C,PMGUCIDDSCRAMY-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 3A7",0.72,,0
Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",monoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC=C1C,WRMRXPASUROZGT-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 3A7",0.92,,0
Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)","2,6-Dimethylaniline (2,6-Xylidine)",CC1=CC=CC(C)=C1N,UFFBMTHBGFGIHF-UHFFFAOYSA-N,,0.34,,0
3-hydroxylidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC(O)=C1C,PMGUCIDDSCRAMY-UHFFFAOYSA-N,3-Hydroxymonoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC(O)=C1C,YITCMQBVWIHTTA-UHFFFAOYSA-N,,0.95,,0
monoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC=C1C,WRMRXPASUROZGT-UHFFFAOYSA-N,3-Hydroxymonoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC(O)=C1C,YITCMQBVWIHTTA-UHFFFAOYSA-N,,0.7,,0
monoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC=C1C,WRMRXPASUROZGT-UHFFFAOYSA-N,"2,6-Dimethylaniline (2,6-Xylidine)",CC1=CC=CC(C)=C1N,UFFBMTHBGFGIHF-UHFFFAOYSA-N,,0.37,,0
monoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC=C1C,WRMRXPASUROZGT-UHFFFAOYSA-N,Glycinexylidide (GX),CC1=CC=CC(C)=C1NC(=O)CN,IXYVBZOSGGJWCW-UHFFFAOYSA-N,,0.88,,0
"2,6-Dimethylaniline (2,6-Xylidine)",CC1=CC=CC(C)=C1N,UFFBMTHBGFGIHF-UHFFFAOYSA-N,2-Amino-3-methylbenzoate,CC1=C(N)C(C(=O)O)=CC=C1,WNAJXPYVTFYEST-UHFFFAOYSA-N,,0.43,,0
