parent_name,parent_smiles,metabolite_name,metabolite_smiles,enzymes,reaction_type,fingerprint_similarity
maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C1=CC=CC=C12,desmethylmaprotiline,NCCCC12CCC(C3=CC=CC=C31)C1=CC=CC=C12,CYP2D6; CYP1A2,N-dealkylation of acyclic secondary amine,0.97
maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C1=CC=CC=C12,3-OH-maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C1=CC=C(O)C=C12,CYP2D6; CYP1A2,Aromatic hydroxylation of fused benzene ring,0.85
maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C1=CC=CC=C12,2-OH-maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C1=CC(O)=CC=C12,CYP2D6; CYP1A2,Aromatic hydroxylation of fused benzene ring,0.85
mefenamic acid,CC1=CC=CC(NC2=CC=CC=C2C(=O)O)=C1C,3-hydroxymethyl mefenamic aci,CC1=C(CO)C=CC=C1NC1=CC=CC=C1C(=O)O,CYP2C9 ,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0.91
meiqx,CC1=CN=C2C=CC3=C(NC(=N)N3C)C2=N1,N-OH-MeIQX,CC1=CN=C2C=CC3=C(N=C(NO)N3C)C2=N1,CYP1A2,N-hydroxylation of primary arylamine,0.67
meiqx,CC1=CN=C2C=CC3=C(NC(=N)N3C)C2=N1,IQx-8-COOH,CN1C(=N)NC2=C3N=C(C(=O)O)C=NC3=CC=C21,CYP1A2,OXIDATION_OF_METHYL_TO_CARBOXYLIC_ACID,0.86
melatonin,COC1=CC=C2NC=C(CCN=C(C)O)C2=C1,6-Hydroxymelatonin,COC1=CC2=C(C=C1O)NC=C2CCN=C(C)O,CYP1A1; CYP1A2; CYP2C19 (minor); CYP2E1,Aromatic hydroxylation of fused benzene ring,0.88
melatonin,COC1=CC=C2NC=C(CCN=C(C)O)C2=C1,N-Acetyl-5-hydroxytryptamine,CC(O)=NCCC1=CNC2=CC=C(O)C=C12,CYP2C19 (major); CYP1A2; CYP2E1,O-aryl demethylation,0.93
meloxicam,CC1=CN=C(N=C(O)C2=C(O)C3=CC=CC=C3S(=O)(=O)N2C)S1,,CN1C(C(O)=NC2=NC=C(CO)S2)=C(O)C2=CC=CC=C2S1(=O)=O,CYP2C9;CYP3A4,Aliphatic Hydroxylation,0.98
meperidine,CCOC(=O)C1(C2=CC=CC=C2)CCN(C)CC1,normeperidine,CCOC(=O)C1(C2=CC=CC=C2)CCNCC1,CYP1A2;CYP2B6;CYP2C8;CYP2C19;CYP2D6;CYP3A4,N-DEMETHYLATION,0.94
methaqualone,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,hydroxy-methaqualone,CC1=CC(O)=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,CYP3A4,Aromatic Hydroxylation,0.94
methaqualone,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,hydroxy-methaqualone,CC1=C(O)C=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,CYP3A4,Aromatic Hydroxylation,0.91
methaqualone,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,hydroxy-methaqualone,CC1=NC2=CC=CC=C2C(=O)N1C1=CC=CC=C1CO,CYP3A4,Aliphatic Hydroxylation,0.95
methoxsalen,COC1=C2OC=CC2=CC2=C1OC(=O)C=C2,,COC1=C2OC3OC3C2=CC2=C1OC(=O)C=C2,CYP2A6,Epoxidation,0.41
methyleugenol,C=CCC1=CC=C(OC)C(OC)=C1,1Ã¢â‚¬Ëœ-hydroxylate methyleugenol,C=CC(O)C1=CC=C(OC)C(OC)=C1,CYP1A2;CYP2C9;CYP2C19;CYP2D6,Aliphatic Hydroxylation,0.75
metoclopramide,CCN(CC)CCN=C(O)C1=CC(Cl)=C(N)C=C1OC,monodeethylmetoclopramide,CCNCCN=C(O)C1=CC(Cl)=C(N)C=C1OC,CYP1A2;CYP2C8;CYP2C19;CYP2D6;CYP3A4,N-dealkylation,0.98
midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,1'-Hydroxymidazolam,OCC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,CYP3A4; CYP3A5; CYP3A7; CYP2B6,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0.95
midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,4-Hydroxymidazolam,CC1=NC=C2C(O)N=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,CYP3A4; CYP3A5; CYP3A7,"3-Hydroxylation of 5-aryl-1,4-benzodiazepine",0.91
mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(N(C)C)C=C3)CC21C,Monodemethylated mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(NC)C=C3)CC21C,CYP3A4,N-dealkylation of mixed tertiary amine,0.99
mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(N(C)C)C=C3)CC21C,17alpha-hydroxymifepristone ,CN(C)C1=CC=C(C2CC3(C)C(CCC3(O)C#CCO)C3CCC4=CC(=O)CCC4=C23)C=C1,CYP3A4,Aliphatic hydroxylation of methyl carbon adjacent to alkyne ring,0.99
minaprine,CC1=CC(C2=CC=CC=C2)=NNC1=NCCN1CCOCC1,4-Hydroxyminaprine,CC1=CC(C2=CC=C(O)C=C2)=NNC1=NCCN1CCOCC1,CYP2D6,p-Hydroxylation of monosubstituted benzene,0.94
miocamycin,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(O)(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,CYP3A4,Aliphatic Hydroxylation,0.93
montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,montelukast sulfoxide,CC(C)(O)C1=CC=CC=C1CCC(C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1)S(=O)CC1(CC(=O)O)CC1,CYP3A4; CYP2A6,S-oxidation of dialkylthioether to sulfoxide,0.91
montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,21-Hydroxymontelukast,CC(C)(O)C1=CC=CC=C1C(O)CC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,CYP3A4,Hydroxylation of acyclic aliphatic secondary carbon,0.94
montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,"[1Ã¢â‚¬Â({[(1R,3S)Ã¢â‚¬Â1Ã¢â‚¬Â{3Ã¢â‚¬Â[(E)Ã¢â‚¬Â2Ã¢â‚¬Â(7Ã¢â‚¬ÂchloroquinolinÃ¢â‚¬Â2Ã¢â‚¬Âyl)ethenyl]phenyl}Ã¢â‚¬Â3Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â3Ã¢â‚¬Â[2Ã¢â‚¬Â(2Ã¢â‚¬ÂhydroxypropanÃ¢â‚¬Â2Ã¢â‚¬Âyl)phenyl]propyl]sulfanyl}methyl)cyclopropyl]aceticacid",CC(C)(O)C1=CC=CC=C1C(O)CC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,CYP3A4,Hydroxylation of acyclic aliphatic secondary carbon,0.94
montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,"[1Ã¢â‚¬Â({[(1R)Ã¢â‚¬Â1Ã¢â‚¬Â{3Ã¢â‚¬Â[(E)Ã¢â‚¬Â2Ã¢â‚¬Â(7Ã¢â‚¬ÂchloroquinolinÃ¢â‚¬Â2Ã¢â‚¬Âyl)ethenyl]phenyl}Ã¢â‚¬Â3Ã¢â‚¬Â[2Ã¢â‚¬Â(1,2Ã¢â‚¬ÂdihydroxypropanÃ¢â‚¬Â2Ã¢â‚¬Âyl)phenyl]propyl]sulfanyl}methyl)cyclopropyl]aceticacid",CC(O)(CO)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1,CYP2C9,Hydroxylation of terminal methyl,0.95
morphine,CN1CC2CC3=CC=C(O)C4=C3C3(C1)C2C=CC(O)C3O4,Normorphine,OC1=CC=C2CC3CNCC45C2=C1OC4C(O)C=CC35,CYP2C8;CYP3A4,O-Demethylation,0.98
muraglitazar,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(C)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(CO)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,CYP2C8;CYP2C9;CYP2C19;CYP3A4,Aliphatic Hydroxylation,0.94
muraglitazar,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(C)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCC(O)C3=C(C)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,CYP3A4,Aliphatic Hydroxylation,0.88
muraglitazar,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(C)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(C)OC(C4=CC=C(O)C=C4)=N3)C=C2)C=C1,CYP2C19,Aromatic Hydroxylation,0.99
muraglitazar,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(C)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(O)C=C2)C=C1,CYP2C8;CYP2D6;CYP3A4,Aromatic Hydroxylation,0.51
mycophenolic acid,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(C)CCC(=O)O,6-O-desmethyl-MPA (DM-MPA),CC(=CCC1=C(O)C(C)=C2COC(=O)C2=C1O)CCC(=O)O,CYP3A4,O-Desmethylation,0.91
myristicin,C=CCC1=CC(OC)=C2OCOC2=C1,"5-allyl-1-methoxy-2,3-dihydroxybenzene",C=CCC1=CC(O)=C(O)C(OC)=C1,CYP3A4;CYP1A2,Nifedipine Oxidation,0.75
n_ac_dfec,CC(O)=NC(CSC(F)(F)C(OCF)C(F)F)C(=O)O,N-Ac-DFEC-SO,CC(O)=NC(CS(=O)C(F)(F)C(OCF)C(F)F)C(=O)O,CYP3A4,S-Oxidation,0.76
n_ac_ffvc,CC(O)=NC(CSC(F)=C(OCF)C(F)F)C(=O)O,N-Ac-FFVC-SO,CC(O)=NC(CS(=O)C(F)=C(OCF)C(F)F)C(=O)O,CYP3A4,S-Oxidation,0.76
n_ac_pcbc,NC(CSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)O,N-Ac-PCBC-SO,NC(CS(=O)C(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)O,CYP3A4,S-Oxidation,0.71
n-({4-[(5-bromopyrimidin-2-yl)oxy]-3-methylphenyl}carbamoyl)-2-(dimethylamino)benzamide,CC1=CC(NC(=O)N=C(O)C2=CC=CC=C2N(C)C)=CC=C1OC1=NC=C(Br)C=N1,mmBPU,CNC1=CC=CC=C1C(O)=NC(=O)NC1=CC=C(OC2=NC=C(Br)C=N2)C(C)=C1,CYP1A1;CYP2D6;CYP2C9;CYP3A4;CYP3A5;CYP3A7,N-Demethylation,0.96
n-(2-phenylethyl)indomethacin amide,COC1=CC=C2C(=C1)C(CC(O)=NCCC1=CC=CC=C1)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,,COC1=CC=C2C(=C1)C(CC(O)=NCC(O)C1=CC=CC=C1)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,CYP2C19;CYP3A4,Aliphatic Hydroxylation,0.97
n-(2-phenylethyl)indomethacin amide,COC1=CC=C2C(=C1)C(CC(O)=NCCC1=CC=CC=C1)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,,COC1=CC=C2C(=C1)C(CC(O)=NC(O)CC1=CC=CC=C1)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,CYP3A4,Aliphatic Hydroxylation,0.98
n-(2-phenylethyl)indomethacin amide,COC1=CC=C2C(=C1)C(CC(O)=NCCC1=CC=CC=C1)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,,CC1=C(CC(O)=NCCC2=CC=CC=C2)C2=CC(O)=CC=C2N1C(=O)C1=CC=C(Cl)C=C1,CYP2C9;CYP2C19;CYP2D6,O-Demethylation,0.98
n-nitroso-n-methylaniline (NMPhA),CN(N=O)C1=CC=CC=C1,,O=NN(CO)C1=CC=CC=C1,CYP2A6,Aliphatic Hydroxylation,0.76
n-nitrosodibutylamine,CCCCN(CCCC)N=O,,CCCCN(N=O)C(O)CCC,CYP2A6;CYP2E1,Aliphatic Hydroxylation,0.47
"n,n-diethyl-n'-(1-ethyl-6-methylergolin-8alpha-yl)sulfamide",CCN(CC)S(=O)(=O)NC1CC2C3=CC=CC4=C3C(=CN4CC)CC2N(C)C1,,CCNS(=O)(=O)NC1CC2C3=CC=CC4=C3C(=CN4CC)CC2N(C)C1,CYP3A4,N-Dealkylation,0.98
"n,n-diethylformamide",CCN(C=O)CC,,CCN(C=O)C(C)O,CYP2E1;CYP3A4,Aliphatic Hydroxylation,0.47
"n,n-dimethyl-5-methoxytryptamine",COC1=CC=C2NC=C(CCN(C)C)C2=C1,Bufotenine,CN(C)CCC1=CNC2=CC=C(O)C=C12,CYP2D6,O-demethylation,0.92
nabumetone,COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1,4Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â4Ã¢â‚¬Â(6Ã¢â‚¬ÂmethoxynaphthalenÃ¢â‚¬Â2Ã¢â‚¬Âyl)butanÃ¢â‚¬Â2Ã¢â‚¬Âone,COC1=CC=C2C=C(C(O)CC(C)=O)C=CC2=C1,CYP1A2,Alpha hydroxylation of carbonyl group,0.77
naphthalene,C1=CC=C2C=CC=CC2=C1,2-Naphthol,OC1=CC=C2C=CC=CC2=C1,CYP3A4,Aromatic Hydroxylation,0.48
naphthalene,C1=CC=C2C=CC=CC2=C1,1-Naphthol,OC1=CC=CC2=CC=CC=C12,CYP1A2,Aromatic Hydroxylation,0.42
naphthalene,C1=CC=C2C=CC=CC2=C1,dihydrodiol,OC1=CC=C2C=CC=CC2=C1O,CYP1A2,Aromatic Hydroxylation,0.32
naphthalene,C1=CC=C2C=CC=CC2=C1,"naphthalene-1,2 Expodation",C1=CC2OC2C2=CC=CC=C12,CYP1A2;CYP3A4,Epoxidation,0.05
naproxen,COC1=CC=C2C=C(C(C)C(=O)O)C=CC2=C1,Desmethylnaproxen ,CC(C(=O)O)C1=CC=C2C=C(O)C=CC2=C1,CYP2C9 (major); CYP1A2 ,O-aryl dealkylation not adjacent to substituted carbon,0.91
nefazodone,CCC1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,,CCC1=NN(CCCN2CCN(C3=CC=C(O)C(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,CYP3A4,Aromatic Hydroxylation,0.96
nefazodone,CCC1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,,CC(O)C1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,CYP3A4,Aliphatic Hydroxylation,0.91
nefazodone,CCC1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,,ClC1=CC=CC(N2CCNCC2)=C1,CYP3A4,N-Dealkylation,0.26
nefazodone,CCC1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,,CCC1=NN(CCCO)C(=O)N1CCOC1=CC=CC=C1,CYP3A4,N-Dealkylation,0.75
nevirapine,CC1=CC=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,2-OH-nevirapine,CC1=CC(O)=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,CYP3A4,HYDROXYLATION_OF_HETEROAROMATIC_CARBON,0.93
nevirapine,CC1=CC=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,8-OH-nevirapine,CC1=CC=NC2=C1N=C(O)C1=CC(O)=CN=C1N2C1CC1,CYP2D6 (major); CYP2B6 (minor); CYP3A4 (minor),HYDROXYLATION_OF_HETEROAROMATIC_CARBON,0.95
nevirapine,CC1=CC=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,3-OH-nevirapine,CC1=C(O)C=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,CYP2B6,HYDROXYLATION_OF_HETEROAROMATIC_CARBON,0.93
nevirapine,CC1=CC=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,12-OH-nevirapine,OCCC1=CC=NC2=C1N=C(O)C1=CC=CN=C1N2C1CC1,CYP3A4 (major); CYP2D6 (minor); CYP2C9 (minor),Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0.96
nicotine,CN1CCCC1C1=CC=CN=C1,"(S)-Nicotine ÃŽâ€1Ã¢â‚¬Â²,5Ã¢â‚¬Â²-iminium ion",C[N+]1=CCCC1C1=CC=CN=C1,CYP2A6 (major); CYP2B6; CYP2A13,Formation of iminium from pyrrolidine ring,0.56
nicotine,CN1CCCC1C1=CC=CN=C1,2Ã¢â‚¬Â²-Hydroxynicotine,CN1CCCC1(O)C1=CC=CN=C1,CYP2A6,Hydroxylation of heteroalicyclic secondary carbon,0.66
nicotine,CN1CCCC1C1=CC=CN=C1,Nornicotine,C1=CN=CC(C2CCCN2)=C1,CYP2A6; CYP2B6; CYP2A13,N_DEALKYLATION_OF_CYCLIC_TERTIARY_AMINES; N_DEALKYLATION_OF_ALICYCLIC_TERTIARY_AMINES_PATTERN1,0.86
nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC=C1[N+](=O)[O-],Oxidized nifedipine,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)=C1C1=CC=CC=C1[N+](=O)[O-],CYP3A4,"Dehydrogenation of 4-aryl substituted 1,4-dihydropyridine",0.35
nnal,CN(CCC(O)C(=O)C1=CC=CN=C1)N=O,,CN(CCC(O)C(=O)C1=CC=C[N+]([O-])=C1)N=O,CYP3A4,N-Oxidation,0.86
nnal,CN(CCC(O)C(=O)C1=CC=CN=C1)N=O,,CN(N=O)C(O)CC(O)C(=O)C1=CC=CN=C1,CYP3A4,Aliphatic Hydroxylation,0.84
nordiazepam,OC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1,OXAZEPAM,OC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1O,CYP1A2;CYP2C19;CYP3A4,Aliphatic Hydroxylation,0.87
nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,E-10-OH-nortriptyline,CNCCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,CYP2D6,Hydroxylation of alicyclic secondary carbon,0.73
nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,demethylnortriptyline,NCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CYP2C19,N-dealkylation of acyclic secondary amine,0.98
o-xylene,CC1=CC=CC=C1C,"2,3-Dimethylphenol",CC1=CC=C(O)C=C1C,CYP2E1,Aromatic Hydroxylation,0.47
o-xylene,CC1=CC=CC=C1C,"3,4-Dimethylphenol",CC1=CC=CC(O)=C1C,CYP2E1,Aromatic Hydroxylation,0.42
o-xylene,CC1=CC=CC=C1C,2 Methylbenzylalcohol,CC1=CC=CC=C1CO,CYP2E1,Aliphatic Hydroxylation,0.58
olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCN(C)CC2)S1,,CN1CCN(C2=NC3=CC=CC=C3NC3=C2C=C(CO)S3)CC1,CYP1A2;CYP2D6;CYP3A4,ALIPHATIC HYDROXYLATION,0.95
olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCN(C)CC2)S1,,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CC[N+](C)([O-])CC2)S1,CYP1A2;CYP2D6;CYP3A4,N-OXIDATION,0.97
olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCN(C)CC2)S1,,CC1=CC2=C(NC3=CC=C(O)C=C3N=C2N2CCN(C)CC2)S1,CYP1A2;CYP2D6,AROMATIC HYDROXYLATION,0.96
oleic acid,CCCCCCCCC=CCCCCCCCC(=O)O,,CC(O)CCCCCCC=CCCCCCCCC(=O)O,CYP2E1;CYP4A11,Aliphatic Hydroxylation,0.89
olopatadine,CN(C)CCC=C1C2=CC=CC=C2COC2=CC=C(CC(=O)O)C=C12,N-monodemethylolopatadine,CNCCC=C1C2=CC=CC=C2COC2=CC=C(CC(=O)O)C=C12,CYP3A4,N-Dementhylation,0.99
onapristone,CN(C)C1=CC=C(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)C=C1,,CNC1=CC=C(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)C=C1,CYP3A4,N-Demethylation,0.98
opc-13448,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC=CC2=CC=CC=C2)=C1C1=CC=CC([N+](=O)[O-])=C1,OPC-13463,COC(=O)C1=C(C)N=C(C)C(C(=O)O)=C1C1=CC=CC([N+](=O)[O-])=C1,CYP1A2;CYP2D6;CYP3A4,N-Demethylation,0.92
org_30659,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3C(=C)CC21C,,C#CC1(O)C=CC2C3C(O)CC4=CC(=O)CCC4C3C(=C)CC21C,CYP3A4,Aliphatic Hydroxylation,0.92
oxycodone,COC1=CC=C2CC3N(C)CCC45C2=C1OC4C(=O)CCC35O,noroxycodone,COC1=CC=C2CC3NCCC45C2=C1OC4C(=O)CCC35O,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP3A4,N-demethylation,0.98
p-cresol,CC1=CC=C(O)C=C1,4-methyl-hydroquinone,CC1=CC=C(O)C(O)=C1,CYP2E1,Aromatic Hydroxylation,0.62
p-cresol,CC1=CC=C(O)C=C1,,CC1C=CC(=O)C=C1,CYP1A2;CYP2C19;CYP2D6;CYP2E1,Dehydrogenation,0.01
p-cresol,CC1=CC=C(O)C=C1,,OCC1=CC=C(O)C=C1,CYP1A2;CYP2C19;CYP2D6;CYP2E1,Aliphatic Hydroxylation,0.71
p-xylene,CC1=CC=C(C)C=C1,4-Methylbenzylalcohol,CC1=CC=C(CO)C=C1,CYP2E1,Aliphatic Hydroxylation,0.6
p-xylene,CC1=CC=C(C)C=C1,"2,5-dimethylphenol",CC1=CC=C(C)C(O)=C1,CYP2E1,Aliphatic Hydroxylation,0.38
palmitic acid,CCCCCCCCCCCCCCCC(=O)O,,CC(O)CCCCCCCCCCCCCC(=O)O,CYP2E1;CYP4A11,Aliphatic Hydroxylation,0.84
parathion,CCOP(=S)(OCC)OC1=CC=C([N+](=O)[O-])C=C1,Paraoxon,CCOP(=O)(OCC)OC1=CC=C([N+](=O)[O-])C=C1,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,Desulfation,0.65
pefloxacin,CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCN(C)CC3)C=C21,"pefloxacin, N-desmethyl",CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNCC3)C=C21,CYP1A2,N-dealkylation of alicyclic tertiary amine,0.99
pentachlorobenzene,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,PCP,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,CYP3A4,Aromatic Hydroxylation,0.46
pentoxyresorufin,CCCCCOC1=CC=C2N=C3C=CC(=O)C=C3OC2=C1,Resorufin,O=C1C=CC2=NC3=CC=C(O)C=C3OC2=C1,CYP1A1; CYP1A2; CYP1B1,O-aryl dealkylation not adjacent to substituted carbon,0.91
perazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C32)CC1,,CN1CCN(CCCN2C3=CC=CC=C3S(=O)C3=CC=CC=C32)CC1,CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,S-Oxidation,0.83
perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C32)CC1,N-Dealkylated perphenazine,ClC1=CC=C2SC3=CC=CC=C3N(CCCN3CCNCC3)C2=C1,CYP1A2; CYP3A4; CYP2C9; CYP2C19; CYP2D6 ,N-dealkylation of alicyclic tertiary amine,0.98
perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C32)CC1,Perphenazine sulfoxide,O=S1C2=CC=CC=C2N(CCCN2CCN(CCO)CC2)C2=CC(Cl)=CC=C21,CYP2D6,S-oxidation of diarylthioether to sulfoxide,0.85
phenacetin,CCOC1=CC=C(N=C(C)O)C=C1,Acetaminophen,CC(O)=NC1=CC=C(O)C=C1,CYP1A1; CYP1A2; CYP2E1; CYP2D6; CYP2C19; CYP2C9; CYP2A6,O-dealkylation,0.78
phenacetin,CCOC1=CC=C(N=C(C)O)C=C1,N-OH-phenacetin,CCOC1=CC=C(N(O)C(C)=O)C=C1,CYP1A1; CYP1A2,N-hydroxylation of secondary arylamide,0.36
phenanthrene,C1=CC=C2C(=C1)C=CC1=CC=CC=C12,,OC1=CC=C2C(=C1O)C=CC1=CC=CC=C12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,Aromatic Hydroxylation,0.37
phenanthrene,C1=CC=C2C(=C1)C=CC1=CC=CC=C12,,OC1=CC=C2C=CC3=CC=CC=C3C2=C1O,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,Aromatic Hydroxylation,0.37
phenanthrene,C1=CC=C2C(=C1)C=CC1=CC=CC=C12,,OC1=C(O)C2=CC=CC=C2C2=CC=CC=C12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,Aromatic Hydroxylation,0.37
phencyclidine,C1=CC=C(C2(N3CCCCC3)CCCCC2)C=C1,PCHP,OC1CCN(C2(C3=CC=CC=C3)CCCCC2)CC1,CYP3A4,Aliphatic Hydroxylation,0.93
phencyclidine,C1=CC=C(C2(N3CCCCC3)CCCCC2)C=C1,c-PPC/t-PPC,OC1CCC(C2=CC=CC=C2)(N2CCCCC2)CC1,CYP3A4,Aliphatic Hydroxylation,0.89
