parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type
Acetohexamide,CC(=O)C1=CC=C(S(=O)(=O)NC(=O)NC2CCCCC2)C=C1,"InChI=1S/C15H20N2O4S/c1-11(18)12-7-9-14(10-8-12)22(20,21)17-15(19)16-13-5-3-2-4-6-13/h7-10,13H,2-6H2,1H3,(H2,16,17,19)",Hydroxyhexamide,CC(O)C1=CC=C(S(=O)(=O)NC(=O)NC2CCCCC2)C=C1,VQDAEOYLIBGCHE-UHFFFAOYSA-N,,0.85,
Phenoxymethylpenicillin,CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(=O)O,"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",6-aminopenicillanic acid,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,NGHVIOIJCVXTGV-ALEPSDHESA-N,,0.85,
Phenoxymethylpenicillin,CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(=O)O,"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",Penicilloic acid,CC1(C)SC(C(NC(=O)CC2=CC=CC=C2)C(=O)O)NC1C(=O)O,HCYWNSXLUZRKJX-UHFFFAOYSA-N,,0.62,
Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C21,"InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3",3-Hydroxypromazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC(O)=CC=C21,FCWHSDRYYOAXGG-UHFFFAOYSA-N,,0.86,
Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C21,"InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3",Promazine 5-sulfoxide,CN(C)CCCN1C2=CC=CC=C2S(=O)C2=CC=CC=C21,KSHDHDWHIWBNHA-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 3A4",0.81,
Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C21,"InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3",N-Desmethylpromazine,CNCCCN1C2=CC=CC=C2SC2=CC=CC=C21,WOCOVPRTRIBGFZ-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 2C9",0.98,
Zolpidem,CC1=CC=C(C2=C(CC(=O)N(C)C)N3C=C(C)C=CC3=N2)C=C1,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3",Methoxyzolpidem derivative (M3),CC1=CN2C(CC(=O)N(C)C)=C(C3=CC=C(CO)C=C3)N=C2C=C1,MKLBTYQCCMFWQI-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2D6",0.98,
Zolpidem,CC1=CC=C(C2=C(CC(=O)N(C)C)N3C=C(C)C=CC3=N2)C=C1,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3",Methoxyzolpidem derivative (M4),CC1=CC=C(C2=C(CC(=O)N(C)C)N3C=C(CO)C=CC3=N2)C=C1,OIIJRMHQIDOMPL-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2D6",0.96,
Methoxyzolpidem derivative (M4),CC1=CC=C(C2=C(CC(=O)N(C)C)N3C=C(CO)C=CC3=N2)C=C1,OIIJRMHQIDOMPL-UHFFFAOYSA-N,Zolpidem carboxylic acid derivative (M2),CC1=CC=C(C2=C(CC(=O)N(C)C)N3C=C(C(=O)O)C=CC3=N2)C=C1,RFUGIBAONXDHRM-UHFFFAOYSA-N,,0.95,
Famciclovir,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C21)COC(C)=O,"InChI=1S/C14H19N5O4/c1-9(20)22-6-11(7-23-10(2)21)3-4-19-8-17-12-5-16-14(15)18-13(12)19/h5,8,11H,3-4,6-7H2,1-2H3,(H2,15,16,18)",6-oxo-famciclovir,CC(=O)OCC(CCN1C=NC2=C1NC(=N)N=C2O)COC(C)=O,KQURMIWGELPUHQ-UHFFFAOYSA-N,Aldehyde oxidase,0.65,
Trifluridine,O=C1NC(=O)N(C2CC(O)C(CO)O2)C=C1C(F)(F)F,"InChI=1S/C10H11F3N2O5/c11-10(12,13)4-2-15(9(19)14-8(4)18)7-1-5(17)6(3-16)20-7/h2,5-7,16-17H,1,3H2,(H,14,18,19)/t5-,6+,7+/m0/s1",5-carboxy-2'-deoxyuridine,O=C(O)C1=CN(C2CC(O)C(CO)O2)C(=O)N=C1O,GAGYTXTVUMXAOC-XVMARJQXSA-N,,0.69,
Allopurinol,OC1=NC=NC2=C1C=NN2,"InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)",oxypurinol,O=C1NC(=O)C2=C(NN=C2)N1,HXNFUBHNUDHIGC-UHFFFAOYSA-N,,0.43,
Gemcitabine,NC1=NC(=O)N(C2OC(CO)C(O)C2(F)F)C=C1,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1","2',2'-Difluorodeoxyuridine",O=C1N=C(O)C=CN1C1OC(CO)C(O)C1(F)F,,Cytidine deaminase,0.87,
Gemcitabine,NC1=NC(=O)N(C2OC(CO)C(O)C2(F)F)C=C1,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1",Gemcitabine Monophosphate,NC1=NC(=O)N(C2OC(COP(=O)(O)O)C(O)C2(F)F)C=C1,KNTREFQOVSMROS-QPPQHZFASA-N,"Deoxycytidine kinase, Thymidine kinase 2, mitochondrial",0.92,
Gemcitabine Monophosphate,NC1=NC(=O)N(C2OC(COP(=O)(O)O)C(O)C2(F)F)C=C1,KNTREFQOVSMROS-QPPQHZFASA-N,"2′,2′-difluorodeoxyuridine monophosphate",O=C1C=CN(C2OC(COP(=O)(O)O)C(O)C2(F)F)C(=O)N1,APSMIPKDENVCML-WETFRILZSA-N,Deoxycytidylate deaminase,0.89,
Gemcitabine Monophosphate,NC1=NC(=O)N(C2OC(COP(=O)(O)O)C(O)C2(F)F)C=C1,KNTREFQOVSMROS-QPPQHZFASA-N,Gemcitabine diphosphate,NC1=NC(=O)N(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2(F)F)C=C1,FRQISCZGNNXEMD-QPPQHZFASA-N,UMP-CMP kinase,0.95,
Gemcitabine diphosphate,NC1=NC(=O)N(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2(F)F)C=C1,FRQISCZGNNXEMD-QPPQHZFASA-N,Gemcitabine triphosphate,NC1=NC(=O)N(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2(F)F)C=C1,YMOXEIOKAJSRQX-QPPQHZFASA-N,Nucleoside diphosphate kinase A,0.97,
Teniposide catechol derivative,COC1=CC(C2C3=CC4=C(C=C3C(OC3OC5COC(C6=CC=CS6)OC5C(O)C3O)C3COC(=O)C23)OCO4)=CC(O)=C1O,HFNGFXBXLSRAKX-LRXLMJOTSA-N,Teniposide o-quinone derivative,COC1=CC(C2C3=CC4=C(C=C3C(OC3OC5COC(C6=CC=CS6)OC5C(O)C3O)C3COC(=O)C23)OCO4)=CC(=O)C1=O,SUZOUIWTKWTHGX-LRXLMJOTSA-N,Myeloperoxidase,0.79,
Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,"InChI=1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)",Hydroxylansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC(O)=CC=C2N1,,"Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2C8",0.94,
Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,"InChI=1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)",Lansoprazole sulfone,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)(=O)C1=NC2=CC=CC=C2N1,TVMJMCGRSSSSDJ-UHFFFAOYSA-N,Cytochrome P450 3A4,0.94,
Levothyroxine,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(=O)O,"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1",Liothyronine,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(=O)O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1",Thyroxine 5-deiodinase,0.99,
Loratadine,CCOC(=O)N1CCC(=C2C3=C(C=C(Cl)C=C3)CCC3=C2N=CC=C3)CC1,"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",Descarboethoxyloratadine,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(C=CC=N1)CC2,JAUOIFJMECXRGI-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2C19, Cytochrome P450 1A1",0.91,
Prazosin,COC1=C(OC)C=C2C(N)=NC(N3CCN(C(=O)C4=CC=CO4)CC3)=NC2=C1,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)","2,4-diamino-6,7-dimethoxyquinazoline",COC1=C(OC)C=C2C(N)=NC(N)=NC2=C1,ZCIPYVXKMWNKLZ-UHFFFAOYSA-N,,0.63,
Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",Desipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C21,HCYAFALTSJYZDH-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 3A4",0.99,
Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",2-hydroxyimipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC(O)=CC=C21,ROTCPJFWLNDKHU-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 2D6, Cytochrome P450 3A4",0.86,
2-hydroxyimipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC(O)=CC=C21,ROTCPJFWLNDKHU-UHFFFAOYSA-N,2-hydroxy-imipramine glucuronide,CN(C)CCCN1C2=CC=CC=C2CCC2=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=CC=C21,CBEJFHYWZSCYSD-LYVDORBWSA-N,,0.56,
Desipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C21,HCYAFALTSJYZDH-UHFFFAOYSA-N,2-hydroxydesipramine,CNCCCN1C2=CC=CC=C2CCC2=CC(O)=CC=C21,NVJBOLMRGMDGLD-UHFFFAOYSA-N,Cytochrome P450 2D6,0.86,
Ketorolac,O=C(C1=CC=CC=C1)C1=CC=C2C(C(=O)O)CCN12,"InChI=1S/C15H13NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13/h1-7,11H,8-9H2,(H,18,19)",4-hydroxy ketorolac,O=C(C1=CC=C(O)C=C1)C1=CC=C2C(C(=O)O)CCN12,PIQMOWBWPFGZMW-UHFFFAOYSA-N,,0.97,
Quinine,C=CC1CN2CCC1CC2C(O)C1=CC=NC2=CC=C(OC)C=C12,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19-,20+/m0/s1",3-hydroxyquinine,C=CC1(O)CN2CCC1CC2C(O)C1=CC=NC2=CC=C(OC)C=C12,BSRUJCFCZKMFMB-YGHPHNMRSA-N,Cytochrome P450 3A4,0.89,
Tenoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,"InChI=1S/C13H11N3O4S2/c1-16-10(13(18)15-9-4-2-3-6-14-9)11(17)12-8(5-7-21-12)22(16,19)20/h2-7,17H,1H3,(H,14,15,18)",5'-Hydroxytenoxicam,CN1C(=C(O)NC2=NC=C(O)C=C2)C(=O)C2=C(C=CS2)S1(=O)=O,INPPRTDYEGRTIU-RAXLEYEMSA-N,Cytochrome P450 2C9,0.63,
Dronabinol,CCCCCC1=CC2=C(C(O)=C1)C1C=C(C)CCC1C(C)(C)O2,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1",11-Hydroxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(CO)=CC21,YCBKSSAWEUDACY-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2C9",0.97,
Dronabinol,CCCCCC1=CC2=C(C(O)=C1)C1C=C(C)CCC1C(C)(C)O2,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1",7-beta-Hydroxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1C(O)CC(C)=CC21,DJCKLUPKZRLTPE-CMVHYPBASA-N,Cytochrome P450 3A4,0.92,
Dronabinol,CCCCCC1=CC2=C(C(O)=C1)C1C=C(C)CCC1C(C)(C)O2,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1",8-Hydroxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC(O)C(C)=CC21,INKUWBOHCFHXTJ-UHFFFAOYSA-N,Cytochrome P450 3A4,0.91,
Dronabinol,CCCCCC1=CC2=C(C(O)=C1)C1C=C(C)CCC1C(C)(C)O2,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1","9-alpha,10-alpha-epoxyhexahydrocannabinol",CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC3(C)OC3C21,VSQGBNUBIDZRPJ-UHFFFAOYSA-N,"Prostaglandin G/H synthase 1, Cytochrome P450 3A4",0.68,
8-Hydroxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC(O)C(C)=CC21,INKUWBOHCFHXTJ-UHFFFAOYSA-N,"8,11-Dihydroxy-delta-9-THC",CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC(O)C(CO)=CC21,XTDYIISRNODHHT-UHFFFAOYSA-N,,0.98,
11-Hydroxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(CO)=CC21,YCBKSSAWEUDACY-UHFFFAOYSA-N,"8,11-Dihydroxy-delta-9-THC",CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC(O)C(CO)=CC21,XTDYIISRNODHHT-UHFFFAOYSA-N,,0.92,
11-Hydroxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(CO)=CC21,YCBKSSAWEUDACY-UHFFFAOYSA-N,11-Nor-9-carboxy-delta-9-THC,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C(=O)O)=CC21,YOVRGSHRZRJTLZ-UHFFFAOYSA-N,Cytochrome P450 2C9,0.94,
Montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,"InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1",Montelukast metabolite M1,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,SXJRVQZUUOADNS-FCHGAEMMSA-N,,0.75,
Montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,"InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1",Montelukast metabolite M2a,CC(C)(O)C1=CC=CC=C1CCC(C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1)S(=O)CC1(CC(=O)O)CC1,QFTNWCBEAVHLQA-XNHCCDLUSA-N,"Cytochrome P450 3A4, Cytochrome P450 2A6",0.91,
Montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,"InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1",Montelukast metabolite M5a,CC(C)(O)C1=CC=CC=C1C(O)CC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,CHRNGXJVKOMERP-SIOAQITRSA-N,Cytochrome P450 3A4,0.94,
Montelukast,CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,"InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1",Montelukast metabolite M6a,CC(O)(CO)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,UFQIEVSCRCMNLW-SHISVWIYSA-N,Cytochrome P450 2C9,0.95,
Fluoxetine,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",Fluoxetine glucuronide,CN(CCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1)C1OC(C(=O)O)C(O)C(O)C1O,ROQAUFRWFXOLOE-GDBUUVARSA-N,UDP-glucuronosyltransferases (UGTs),0.45,
Fluoxetine,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",Norfluoxetine,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,WIQRCHMSJFFONW-UHFFFAOYSA-N,"Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 3A5, Cytochrome P450 2C19, Cytochrome P450 1A2, Cytochrome P450 2B6",0.95,
Fluoxetine,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",4-Trifluoromethylphenol,OC1=CC=C(C(F)(F)F)C=C1,BAYGVMXZJBFEMB-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 3A4",0.32,
Norfluoxetine,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,WIQRCHMSJFFONW-UHFFFAOYSA-N,Norfluoxetine alcohol,OCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,WMLVVHKCLDWGLW-UHFFFAOYSA-N,,0.86,
4-Trifluoromethylphenol,OC1=CC=C(C(F)(F)F)C=C1,BAYGVMXZJBFEMB-UHFFFAOYSA-N,Hippuric acid,O=C(O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 3A4",0.15,
Norfluoxetine,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,WIQRCHMSJFFONW-UHFFFAOYSA-N,4-Trifluoromethylphenol,OC1=CC=C(C(F)(F)F)C=C1,BAYGVMXZJBFEMB-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 3A4",0.34,
Norfluoxetine,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,WIQRCHMSJFFONW-UHFFFAOYSA-N,Norfluoxetine glucuronide,O=C(O)C1OC(ONCCC(OC2=CC=C(C(F)(F)F)C=C2)C2=CC=CC=C2)C(O)C(O)C1O,LUIHTMWIRNJSNW-FRYOACGXSA-N,UDP-glucuronosyltransferases (UGTs),0.46,
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",hydroxychlorpromazine,CN(C)CCCN1C2=C(C=C(O)C=C2)SC2=C1C=C(Cl)C=C2,HICFFJZGXWEIHN-UHFFFAOYSA-N,Cytochrome P450 2D6,0.89,
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",chlorpromazine-N-oxide,C[N+](C)([O-])CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,LFDFWIIFGRXCFR-UHFFFAOYSA-N,,0.98,
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",dedimethylchlorpromazine,NCCCN1C2=C(C=CC=C2)SC2=C1C=C(Cl)C=C2,ZTQZBABFEUDZFE-UHFFFAOYSA-N,,0.98,
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",demonomethylchlorpromazine,CNCCCN1C2=C(C=CC=C2)SC2=C1C=C(Cl)C=C2,YHFXGBOUSIKGMZ-UHFFFAOYSA-N,,0.99,
Celecoxib,CC1=CC=C(C2=CC(C(F)(F)F)=NN2C2=CC=C(S(N)(=O)=O)C=C2)C=C1,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",Hydroxycelecoxib,NS(=O)(=O)C1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(CO)C=C2)C=C1,ICRSYPPLGADZKA-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2C8",0.98,
Hydroxycelecoxib,NS(=O)(=O)C1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(CO)C=C2)C=C1,ICRSYPPLGADZKA-UHFFFAOYSA-N,Carboxycelecoxib,NS(=O)(=O)C1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(C(=O)O)C=C2)C=C1,WTHNOVFEXONZMI-UHFFFAOYSA-N,"Alcohol dehydrogenase 1A, Alcohol dehydrogenase 1B",0.96,
Carboxycelecoxib,NS(=O)(=O)C1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(C(=O)O)C=C2)C=C1,WTHNOVFEXONZMI-UHFFFAOYSA-N,Celecoxib glucuronide,NS(=O)(=O)C1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(OC3OC(C(=O)O)C(O)C(O)C3O)C=C2)C=C1,BMBHPAUFWUKYDR-AVPDHNOJSA-N,UDP-glucuronosyltransferases (UGTs),0.69,
